name,market,city,status,efficiency_score,total_funding
oohilove, Auctions ,Palo Alto,operating,26.9,0.0
Open Me, E-Commerce ,Los Angeles,operating,26.9,0.0
OPS USA, Entertainment ,San Francisco,operating,26.9,20000.0
Opsmatic, Enterprise Software ,San Francisco,operating,26.9,3000000.0
Orange Health Solutions, Analytics ,Jacksonville,operating,26.9,22500000.0
OrangeHRM, Software ,Secaucus,operating,26.9,250000.0
Orchestrate, Enterprise Software ,Portland,operating,26.9,3020000.0
Organic Pizza Kitchen, Hospitality ,El Cerrito,operating,26.9,0.0
Oscar Tech, Families ,Cambridge,operating,26.9,50000.0
Ostendo Technologies, Hardware + Software ,Carlsbad,operating,26.9,52710155.0
PACE Mechanical, Consumer Goods ,Millbrook,operating,26.9,0.0
Papriika, Networking ,New York,operating,26.9,15000.0
Parent Media Group, Advertising ,Lynbrook,operating,26.9,2900369.0
Pathwright, Education ,Greenville,operating,26.9,0.0
Paybook, Finance Technology ,Austin,operating,26.9,475000.0
Peerlyst, Reviews and Recommendations ,San Francisco,operating,26.9,3000000.0
Pellucid Analytics, Visualization ,Boulder,operating,26.9,481156.0
Penxy, Mobile ,San Francisco,operating,26.9,508295.0
Pharmly, Health Care ,San Diego,operating,26.9,20000.0
Photofy, iOS ,Raleigh,operating,26.9,1750000.0
PHRQL, Health and Wellness ,Pittsburgh,operating,26.9,50000.0
PictureHealing, Nonprofits ,Venice,operating,26.9,75000.0
Pinckney Avenue Development, Real Estate ,San Antonio,operating,26.9,300000.0
Pixtr, Photography ,Boston,operating,26.9,20203.0
Platinum Food Service, Hospitality ,Asheville,operating,26.9,0.0
PlayFitness, Social Media ,Staten Island,operating,26.9,49500.0
Playteau, Games ,Bellevue,operating,26.9,620000.0
POINT Biomedical, Health Care ,San Carlos,operating,26.9,29300000.0
Polarion Software, Software ,San Francisco,operating,26.9,10000000.0
Pono Pharma, Biotechnology ,Honolulu,operating,26.9,1500000.0
PonoMusic, Music ,San Francisco,operating,26.9,12225354.0
PoolCubes, Entertainment ,Fayetteville,operating,26.9,0.0
Poplar Level Player's Plaza, Sports ,Louisville,operating,26.9,39500.0
Porter + Sail, Restaurants ,New York,operating,26.9,250000.0
Poshly, Big Data ,New York,operating,26.9,2250000.0
PositiveID, Health Care ,Delray Beach,operating,26.9,122476.0
Powerlytics, Information Services ,Doylestown,operating,26.9,6698864.0
Precision Golf Fitness Academy, Sports ,Marlton,operating,26.9,100000.0
Pressgram, Networking ,Atlanta,operating,26.9,56500.0
Primary Data, Web Hosting ,Los Altos,operating,26.9,60000000.0
Pro.com, Home & Garden ,Seattle,operating,26.9,17500000.0
Product Hunt, Curated Web ,San Francisco,operating,26.9,7540000.0
Projectioneering, Biotechnology ,Frederick,operating,26.9,883000.0
Promachos Holding,Unknown,Austin,operating,26.9,45869000.0
Prometheus Civic Technologies (ProCiv), Software ,Irvine,operating,26.9,1190000.0
Promptu Systems, Mobile ,Menlo Park,operating,26.9,17200000.0
Pronutria, Biotechnology ,Cambridge,operating,26.9,23050000.0
ProspectWise, Small and Medium Businesses ,Santa Monica,operating,26.9,0.0
ProtoExchange, Marketplaces ,Austin,operating,26.9,133000.0
PsyQic, Games ,Syracuse,operating,26.9,15000.0
PT PAL, Fitness ,Dallas,operating,26.9,30000.0
PublicEngines, Curated Web ,Draper,operating,26.9,9294801.0
Pura Naturals,Unknown,Lake Forest,operating,26.9,0.0
QuantConnect, Stock Exchanges ,New York,operating,26.9,40000.0
Queryly, Search ,Cleveland,operating,26.9,0.0
Queue Software Inc, Application Platforms ,Raleigh,operating,26.9,0.0
Quick Key, Education ,Cambridge,operating,26.9,450000.0
QuinStreet, Business Services ,Foster City,operating,26.9,4000.0
Radial Network, Advertising ,Branford,operating,26.9,3400000.0
Radiant Zemax, Hardware + Software ,Redmond,operating,26.9,26445026.0
Reach Clothing,Unknown,Collinsville,operating,26.9,0.0
Readyforce, Curated Web ,San Francisco,operating,26.9,14200000.0
Real Food Works, Hospitality ,Philadelphia,operating,26.9,375000.0
Rebls, Information Services ,Seattle,operating,26.9,269000.0
Recognition PRO, Software ,Allentown,operating,26.9,415000.0
Recoup, Shopping ,Washington,operating,26.9,300000.0
Red Tricycle, Mobile Commerce ,Sausalito,operating,26.9,4943000.0
Redstone Logistics, Logistics ,Overland Park,operating,26.9,0.0
Rehabtics, Health Care ,Baltimore,operating,26.9,100000.0
Rentalroost.com, Big Data ,Pleasanton,operating,26.9,250000.0
Resgrid, SaaS ,Carson City,operating,26.9,0.0
Resolvyx Pharmaceuticals, Biotechnology ,Cambridge,operating,26.9,3700000.0
Resort Gems, Consumers ,Powell,operating,26.9,1100000.0
Restore Water,Unknown,Indianapolis,operating,26.9,0.0
RetailMLS, Real Estate ,New York,operating,26.9,1945000.0
Revelens, Online Video Advertising ,Culver City,operating,26.9,400000.0
REVENTIVE, Mobile ,San Francisco,operating,26.9,200000.0
Reverb.com, Marketplaces ,Chicago,operating,26.9,2800000.0
RFIDeas, Consulting ,Fayetteville,operating,26.9,0.0
Ridley, Big Data ,New York,operating,26.9,100000.0
Rivalroo, Messaging ,Irving,operating,26.9,500000.0
Rough Cut Films, News ,Chicago,operating,26.9,5000.0
RPM Real Estate, Real Estate ,Chicago,operating,26.9,5000.0
rVita, Health Care Information Technology ,Santa Clara,operating,26.9,1000000.0
Safecare,Unknown,Cleveland,operating,26.9,25000.0
SafedoX, Software ,Riverside,operating,26.9,491280.0
Salmon Social, Social Media Platforms ,South San Francisco,operating,26.9,125000.0
Scholarship Consultants, Education ,Fayetteville,operating,26.9,0.0
SciAps, Hardware + Software ,Woburn,operating,26.9,4800000.0
Scriptick, Social Network Media ,Norwood,operating,26.9,538000.0
SecondLeap, High Schools ,Cupertino,operating,26.9,20000.0
Secure Command, Software ,Fairfax,operating,26.9,1099993.0
seedchange, Finance Technology ,San Francisco,operating,26.9,950000.0
SenseLabs (formerly Neurotopia), Sports ,San Francisco,operating,26.9,4891800.0
Sensentia, Health and Wellness ,San Francisco,operating,26.9,160750.0
Senstore, Health and Wellness ,San Francisco,operating,26.9,0.0
Senzari, Mobile ,Miami,operating,26.9,3000000.0
Servato Corp, Batteries ,New Orleans,operating,26.9,4638095.0
SEWORKS, Security ,Palo Alto,operating,26.9,2000000.0
ShareDesk, Enterprise Software ,San Francisco,operating,26.9,1250000.0
ShelfFlip, E-Commerce ,San Francisco,operating,26.9,125000.0
Shobutt Babies, Entertainment ,Apple Valley,operating,26.9,0.0
Shortlist, Startups ,Chicago,operating,26.9,310000.0
Shot Stats, Sports ,Atlanta,operating,26.9,75000.0
SignalFuse, Software ,San Mateo,operating,26.9,8500000.0
Simple Car Wash, Clean Technology ,State College,operating,26.9,0.0
Simple Emotion, Software ,Portland,operating,26.9,0.0
SixDoors, E-Commerce ,San Francisco,operating,26.9,650000.0
Sleep Number, E-Commerce ,Minneapolis,operating,26.9,45000000.0
Smalldeals, Advertising ,Kings Park,operating,26.9,0.0
SocialF5, Consulting ,Houston,operating,26.9,8000.0
SocialGlimpz, Crowdsourcing ,San Francisco,operating,26.9,0.0
SocialSci, Software ,Cambridge,operating,26.9,512000.0
SocialVolt, Software ,Overland Park,operating,26.9,1315000.0
Somanta Pharmaceuticals, Biotechnology ,Irvine,operating,26.9,4920000.0
Songwhale, Messaging ,Pittsburgh,operating,26.9,1600000.0
Sonora Leather, Fashion ,Scottsdale,operating,26.9,0.0
Sooligan, Social Network Media ,Berkeley,operating,26.9,15000.0
Soundsupply, E-Commerce ,Chicago,operating,26.9,140000.0
Source MDx, Biotechnology ,Boulder,operating,26.9,2009123.0
sourceeasy, Fashion ,Belvedere Tiburon,operating,26.9,887000.0
SpareTime, Web Hosting ,Fayetteville,operating,26.9,0.0
SpeSo Health, Health Care ,Philadelphia,operating,26.9,0.0
Splitforce, Mobile ,New York,operating,26.9,300000.0
SportsBlog.com, Sports ,New York,operating,26.9,2250000.0
Spot formerly PlacePop, Curated Web ,San Francisco,operating,26.9,1900000.0
Spotlight At Night, Networking ,Hollywood,operating,26.9,0.0
Springbot, Big Data ,Atlanta,operating,26.9,4000000.0
Squabbler, Television ,Culver City,operating,26.9,0.0
StackIQ, Software ,La Jolla,operating,26.9,7824999.0
Startup Compass Inc., Predictive Analytics ,San Francisco,operating,26.9,2700000.0
Sting Communications, Mobile ,Lebanon,operating,26.9,4500000.0
Storehouse, Photography ,San Francisco,operating,26.9,8500000.0
Storelli Sports, Sports ,New York,operating,26.9,0.0
Storm Tactical Products, Sports ,Elmhurst,operating,26.9,0.0
Storybyte, Parenting ,Scottsdale,operating,26.9,125000.0
STX Healthcare Management Services, Biotechnology ,Bellaire,operating,26.9,35715237.0
StyleFactory, Crowdsourcing ,New York,operating,26.9,500000.0
Subblime, Communities ,Santa Monica,operating,26.9,700000.0
Subimage, Curated Web ,San Jose,operating,26.9,585000.0
Sun LifeLight, Medical ,Beverly,operating,26.9,100000.0
SurroundsMe, Social Media Marketing ,Honolulu,operating,26.9,20000.0
Swapdom, E-Commerce Platforms ,San Francisco,operating,26.9,1988994.0
SwiftPayMD(TM) by Iconic Data, Health Care ,Norcross,operating,26.9,0.0
SYNQY Corporation, Content Syndication ,Pleasant Hill,operating,26.9,1000000.0
Synterna Technologies, Software ,Sachse,operating,26.9,30080.0
Syracuse University, Education ,Syracuse,operating,26.9,6000000.0
T3Media, Digital Media ,Denver,operating,26.9,53000000.0
Tailored, Lifestyle ,Mountain View,operating,26.9,500000.0
Tapatalk, Mobile ,Santa Monica,operating,26.9,5800000.0
TapCanvas, Mobile ,Palo Alto,operating,26.9,200000.0
Taste Indy Food Tours, Tourism ,Indianapolis,operating,26.9,100000.0
Taylor Enterprises, Software ,Canandaigua,operating,26.9,0.0
TeamLINKS, Medical ,Fayetteville,operating,26.9,2238920.0
TearSolutions, Pharmaceuticals ,Charlottesville,operating,26.9,890000.0
Teedot, Enterprise Software ,Cold Spring Harbor,operating,26.9,600000.0
TestCred, Education ,Chicago,operating,26.9,25000.0
Texas Health Craig Ranch Surgery Centeranch Surgery Center, Health and Wellness ,Mckinney,operating,26.9,680000.0
The Bully Tracker, Web Hosting ,Gainesville,operating,26.9,10000.0
The smART Peace Prize, News ,New York,operating,26.9,0.0
The Totus Group, Software ,Rolling Meadows,operating,26.9,250000.0
The Web Collaboration Network, Advertising ,Rogers,operating,26.9,0.0
TheLocker, E-Commerce ,Weymouth,operating,26.9,1125000.0
theRightAPI, Software ,Addison,operating,26.9,650000.0
thrdPlace, Consumer Internet ,Venice,operating,26.9,0.0
Tinfoil Security, High Tech ,Palo Alto,operating,26.9,100000.0
Together Mobile, Mobile ,Austin,operating,26.9,8755000.0
Tooth Bank, Biotechnology ,Brownsburg,operating,26.9,200000.0
TouchBistro, Software ,New York,operating,26.9,5492627.0
TourNative, Tourism ,Mountain View,operating,26.9,40000.0
Tracky, Software ,Las Vegas,operating,26.9,1500000.0
Tradersmail.com, Finance ,Gladstone,operating,26.9,0.0
Transparentrees, Social Media ,Chicago,operating,26.9,1091000.0
Transport Pharmaceuticals, Health and Wellness ,Framingham,operating,26.9,1799000.0
Transportation Group, Transportation ,Bend,operating,26.9,15000.0
trinket, Education ,Durham,operating,26.9,425000.0
TriQ Systems, Manufacturing ,Ukiah,operating,26.9,2050000.0
Trooval, Analytics ,Henderson,operating,26.9,2899980.0
Truly Wireless, Enterprise Software ,New York,operating,26.9,0.0
TrunqShow, Mobile ,New York,operating,26.9,225000.0
Tubing Operations for Humanitarian Logistics (T.O.H.L.), Enterprise Software ,Atlanta,operating,26.9,40000.0
Turning Ranch, Medical ,Quinlan,operating,26.9,4000.0
U.S. Nursing Corporation, Health and Wellness ,Greenwood Village,operating,26.9,8000000.0
Ultimate Shopper, Software ,Fayetteville,operating,26.9,0.0
Umii Products, Enterprise Software ,Las Vegas,operating,26.9,1000000.0
uMix.TV, Curated Web ,San Francisco,operating,26.9,130000.0
University of Maryland, Education ,College Park,operating,26.9,750500000.0
upurskill, E-Commerce ,San Diego,operating,26.9,40000.0
Urban Renewable H2, Clean Technology ,Dallas,operating,26.9,15000.0
Urge, Mobile Commerce ,Nashville,operating,26.9,0.0
Usermind, Software ,Seattle,operating,26.9,7600000.0
UVLrx Therapeutics, Biotechnology ,Santa Barbara,operating,26.9,533000.0
UXPin, Software ,Mountain View,operating,26.9,2300000.0
VenuCare Medical, Medical ,Los Angeles,operating,26.9,0.0
Versa Networks, Software ,Santa Clara,operating,26.9,14350000.0
Vesta Realty Management, Real Estate ,Birmingham,operating,26.9,0.0
Vidapp, Software ,Berkeley,operating,26.9,1200000.0
VidBid, Mobile ,New York,operating,26.9,100000.0
Viepage, Content ,Bethlehem,operating,26.9,35000.0
Vigme, E-Commerce ,New York,operating,26.9,0.0
Virtual Psychology Systems, Software ,Santa Rosa Beach,operating,26.9,0.0
Virtuous, Marketing Automation ,Phoenix,operating,26.9,0.0
VMO Systems, Software ,Boulder,operating,26.9,2592115.0
VocoMD, Healthcare Services ,San Francisco,operating,26.9,200000.0
Volar Video, Software ,Lexington,operating,26.9,1327000.0
WaveMAX, Mobile ,Austin,operating,26.9,30000.0
WeBe Works, Consulting ,San Marcos,operating,26.9,0.0
Wellframe, Curated Web ,Boston,operating,26.9,10000000.0
WePlann, Marketplaces ,Fort Worth,operating,26.9,25000.0
Wesabe, Finance ,San Francisco,operating,26.9,4700000.0
Whistle Network, Sports ,New York,operating,26.9,17000000.0
Whooch, Social Media ,Hoboken,operating,26.9,5000.0
Wickr, Messaging ,San Francisco,operating,26.9,39000000.0
Worship Arts Conservatory, Education ,Grosse Pointe Woods,operating,26.9,4000.0
Xapo, Information Security ,Palo Alto,operating,26.9,60000000.0
Xooker, 3D ,Lexington,operating,26.9,900000.0
Xtelligent Media, Health and Wellness ,Framingham,operating,26.9,800000.0
YaBattle, Entertainment ,Pembroke,operating,26.9,0.0
YoPro Global, Social Network Media ,San Francisco,operating,26.9,100000.0
Yoyocard, Banking ,San Francisco,operating,26.9,960000.0
Yumber, Curated Web ,San Diego,operating,26.9,160000.0
Yuppie, Mobile ,Los Angeles,operating,26.9,0.0
ZAF Energy Systems, Hardware + Software ,Columbia Falls,operating,26.9,1909434.0
ZappRx, Health Care ,Cambridge,operating,26.9,2000000.0
Zenovia Digital Exchange, Advertising ,Alpharetta,operating,26.9,11040000.0
Ziegler, Financial Services ,Chicago,operating,26.9,21675000.0
Zingfin, Personal Finance ,Nashville,operating,26.9,15000.0
Zyante, News ,Los Gatos,operating,26.9,870000.0
-R- Ranch and Mine, Tourism ,Fort Worth,operating,26.8,60000.0
100health, Health Care Information Technology ,Madison,operating,26.8,420000.0
140Fire, Entertainment ,Santa Monica,operating,26.8,500000.0
1DocWay, Video Chat ,Philadelphia,operating,26.8,0.0
24M Technologies, Clean Technology ,Cambridge,operating,26.8,16000000.0
250ok, Software ,Indianapolis,operating,26.8,200000.0
2Nite2Nite.net, Advertising ,Elk Grove,operating,26.8,6000.0
3D Control Systems, Enterprise Software ,San Francisco,operating,26.8,28000.0
5 Star Mobile, Consumer Electronics ,Fort Lauderdale,operating,26.8,180000.0
5th Finger, Mobile ,San Francisco,operating,26.8,7000000.0
818 Sports & Entertainment, Digital Entertainment ,New York,operating,26.8,27000000.0
8th Story, Fashion ,Los Angeles,operating,26.8,0.0
9Lenses, SaaS ,Sterling,operating,26.8,4100000.0
A Green Night's Sleep,Unknown,Columbus,operating,26.8,0.0
Abiogenix, Fitness ,San Francisco,operating,26.8,0.0
Accellion, Enterprise Software ,Palo Alto,operating,26.8,13410901.0
Access Mobile, Mobile ,Denver,operating,26.8,352500.0
Access Psychiatry Solutions, Biotechnology ,Shoreline,operating,26.8,250000.0
ACE Film Productions, Media ,Newark,operating,26.8,0.0
Acera Surgical, Health Care ,St Louis,operating,26.8,600000.0
Acomni, Networking ,Tucson,operating,26.8,0.0
Action Online Publishing, Collectibles ,St Louis,operating,26.8,100000.0
ActualSun,Unknown,Houston,operating,26.8,0.0
Actus Interactive Software, Software ,Carlsbad,operating,26.8,242500.0
Addvocate, Enterprise Software ,San Francisco,operating,26.8,2729000.0
AdelaVoice, Software ,Boston,operating,26.8,250000.0
Adirondack East, Real Estate ,Ticonderoga,operating,26.8,25000.0
AdScoot, Advertising ,Unknown,operating,26.8,50000.0
Advanced Personalized Diagnostics, Medical ,Alexandria,operating,26.8,0.0
AdventureDrop, Adventure Travel ,San Jose,operating,26.8,100000.0
Aegerion Pharmaceuticals, Health Care ,Bridgewater,operating,26.8,19814760.0
Aeglea BioTherapeutics, Therapeutics ,Austin,operating,26.8,24000000.0
AeroFarms, Hospitality ,New York,operating,26.8,500000.0
AeternusLED,Unknown,Blacksburg,operating,26.8,60000.0
Agency for Student Health Research, Education ,San Diego,operating,26.8,350000.0
Agency Spotter, Services ,Atlanta,operating,26.8,35000.0
Agily Networks, Web Hosting ,San Jose,operating,26.8,250000.0
Agolo, Twitter Applications ,New York,operating,26.8,40000.0
Airbrite, Software ,San Francisco,operating,26.8,0.0
AirDroids, Hardware + Software ,Washington,operating,26.8,929212.0
Alectrica Motors, Automotive ,Tampa,operating,26.8,0.0
Aledade, Health Care ,Bethesda,operating,26.8,4500000.0
Alerts, Craigslist Killers ,Bellevue,operating,26.8,1200000.0
Alexander Capital Investments, Real Estate ,Rancho Cucamonga,operating,26.8,0.0
All-Star Sports Center, Sports ,La,operating,26.8,28000.0
Allen Learning Technologies, Software ,Saint Paul,operating,26.8,1200000.0
AllSource Analysis, Open Source ,Longmont,operating,26.8,500000.0
Alohar Mobile, Mobile ,Palo Alto,operating,26.8,2750000.0
AlphaBoost, Advertising ,Los Angeles,operating,26.8,1000000.0
AlpineReplay, Hardware + Software ,Huntington Beach,operating,26.8,2132731.0
Altar, Hospitality ,Lake Oswego,operating,26.8,210000.0
Alvo International Inc., Medical ,Woodmere,operating,26.8,0.0
American CareSource Holdings, Biotechnology ,Dallas,operating,26.8,9520000.0
American Red Cross, Nonprofits ,Washington,operating,26.8,5500.0
Aminex Therapeutics, Biotechnology ,Kenmore,operating,26.8,2002697.0
An Estuary, Software ,Baltimore,operating,26.8,100000.0
Anaqua, Software ,Boston,operating,26.8,125000000.0
Aneumed, Biotechnology ,Los Altos,operating,26.8,1110000.0
AngelList, Databases ,San Francisco,operating,26.8,24100000.0
Annexon, Biotechnology ,Palo Alto,operating,26.8,999999.0
Answer.To, E-Commerce ,Sunnyvale,operating,26.8,35000.0
APerfectShirt.com, E-Commerce ,Portland,operating,26.8,100000.0
Apofore, Biotechnology ,Cambridge,operating,26.8,500000.0
AppBrick, Publishing ,New York,operating,26.8,25000.0
Appetizer Mobile, Mobile ,New York,operating,26.8,65000.0
Applyful, Colleges ,Dedham,operating,26.8,100000.0
ApplyKit, Education ,Manchester,operating,26.8,98000.0
ApplyMap, Analytics ,Santa Monica,operating,26.8,90000.0
Appy Pie, Advertising ,Walnut,operating,26.8,10000.0
